0.01666667,131.2421
0.03333334,131.2383
0.05,131.2374
0.06666667,131.2314
0.08333334,131.2232
0.1,131.2136
0.1166667,131.2036
0.1333333,131.1899
0.15,131.159
0.1666667,131.1277
0.1833333,131.112
0.2,131.1086
0.2166667,131.0989
0.2333333,131.0938
0.25,131.0784
0.2666667,131.062
0.2833334,131.0612
0.3,131.0214
0.3166667,130.9738
0.3333334,130.9664
0.3500001,130.9563
0.3666668,130.9331
0.3833334,130.9369
0.4000001,130.9106
0.4166668,130.8894
0.4333335,130.8644
0.4500002,130.8352
0.4666668,130.81
0.4833335,130.7887
0.5000002,130.7668
0.5166668,130.7458
0.5333335,130.7276
0.5500001,130.7068
0.5666668,130.6658
0.5833334,130.6507
0.6000001,130.6299
0.6166667,130.616
0.6333334,130.5908
0.65,130.5621
0.6666667,130.5424
0.6833333,130.5192
0.7,130.5073
0.7166666,130.4836
0.7333333,130.4508
0.7499999,130.4247
0.7666666,130.4039
0.7833332,130.3835
0.7999999,130.3635
0.8166665,130.335
0.8333332,130.2985
0.8499998,130.2728
0.8666665,130.2494
0.8833331,130.2283
0.8999998,130.2087
0.9166664,130.1843
0.9333331,130.1562
0.9499997,130.1227
0.9666664,130.0922
0.9833331,130.0636
0.9999997,130.024
1.016666,129.9806
1.033333,129.9474
1.05,129.918
1.066666,129.902
1.083333,129.8807
1.1,129.8558
1.116666,129.8205
1.133333,129.7749
1.15,129.7377
1.166666,129.6942
1.183333,129.6524
1.2,129.6176
1.216666,129.5874
1.233333,129.5719
1.25,129.5445
1.266666,129.522
1.283333,129.4979
1.299999,129.4649
1.316666,129.4371
1.333333,129.4026
1.349999,129.3682
1.366666,129.3495
1.383333,129.3336
1.399999,129.3033
1.416666,129.2629
1.433333,129.2616
1.449999,129.2247
1.466666,129.1579
1.483333,129.1132
1.499999,129.0951
1.516666,129.0674
1.533333,129.0294
1.549999,128.999
1.566666,128.9777
1.583333,128.9682
1.599999,128.9243
1.616666,128.8733
1.633332,128.8636
1.649999,128.8422
1.666666,128.8062
1.683332,128.7864
1.699999,128.7642
1.716666,128.7309
1.733332,128.7032
1.749999,128.6808
1.766666,128.6524
1.783332,128.639
1.799999,128.6284
1.816666,128.614
1.833332,128.5859
1.849999,128.5521
1.866666,128.5103
1.883332,128.4672
1.899999,128.4451
1.916666,128.4286
1.933332,128.4182
1.949999,128.397
1.966666,128.3826
1.983332,128.3694
1.999999,128.3508
2.016665,128.33
2.033332,128.3027
2.049999,128.2822
2.066665,128.2498
2.083332,128.2147
2.099999,128.1836
2.116665,128.1314
2.133332,128.0748
2.149999,128.0339
2.166665,127.9994
2.183332,127.9787
2.199999,127.9582
2.216665,127.9409
2.233332,127.9174
2.249999,127.8822
2.266665,127.8389
2.283332,127.7971
2.299999,127.7506
2.316665,127.7076
2.333332,127.6745
2.349998,127.6422
2.366665,127.626
2.383332,127.6261
2.399998,127.6245
2.416665,127.6089
2.433332,127.5789
2.449998,127.5284
2.466665,127.4666
2.483332,127.3926
2.499998,127.3178
2.516665,127.2469
2.533332,127.184
2.549998,127.1297
2.566665,127.0825
2.583332,127.0436
2.599998,127.001
2.616665,126.9463
2.633332,126.9137
2.649998,126.8659
2.666665,126.8188
2.683331,126.7729
2.699998,126.7381
2.716665,126.7123
2.733331,126.685
2.749998,126.6482
2.766665,126.6142
2.783331,126.5679
2.799998,126.513
2.816665,126.4519
2.833331,126.3782
2.849998,126.2868
2.866665,126.1914
2.883331,126.1094
2.899998,126.053
2.916665,126.0359
2.933331,126.0022
2.949998,125.9604
2.966665,125.9109
2.983331,125.8584
2.999998,125.7966
3.016665,125.7194
3.033331,125.6413
3.049998,125.559
3.066664,125.4863
3.083331,125.4199
3.099998,125.348
3.116664,125.2684
3.133331,125.1806
3.149998,125.1035
3.166664,125.03
3.183331,124.9703
3.199998,124.9067
3.216664,124.8293
3.233331,124.7758
3.249998,124.702
3.266664,124.6298
3.283331,124.5941
3.299998,124.57
3.316664,124.4983
3.333331,124.4168
3.349998,124.3808
3.366664,124.345
3.383331,124.3085
3.399997,124.2404
3.416664,124.1554
3.433331,124.0462
3.449997,123.9707
3.466664,123.8728
3.483331,123.7667
3.499997,123.6895
3.516664,123.5984
3.533331,123.5128
3.549997,123.4301
3.566664,123.3399
3.583331,123.2459
3.599997,123.1381
3.616664,123.0419
3.633331,122.9475
3.649997,122.8526
3.666664,122.7539
3.683331,122.6669
3.699997,122.5663
3.716664,122.4272
3.73333,122.2755
3.749997,122.1494
3.766664,122.056
3.78333,121.966
3.799997,121.8893
3.816664,121.8206
3.83333,121.7441
3.849997,121.664
3.866664,121.5752
3.88333,121.4882
3.899997,121.3883
3.916664,121.2622
3.93333,121.1446
3.949997,121.0126
3.966664,120.8878
3.98333,120.7453
3.999997,120.6102
4.016664,120.5041
4.03333,120.4197
4.049997,120.3507
4.066664,120.2413
4.083331,120.1173
4.099998,119.966
4.116665,119.8394
4.133332,119.7639
4.149999,119.6783
4.166666,119.5093
4.183332,119.4047
4.199999,119.3116
4.216666,119.2301
4.233333,119.1236
4.25,119.037
4.266667,118.9647
4.283334,118.8834
4.300001,118.8048
4.316668,118.6917
4.333334,118.5782
4.350001,118.4622
4.366668,118.3502
4.383335,118.2033
4.400002,118.0536
4.416669,117.9101
4.433336,117.8336
4.450003,117.7521
4.46667,117.6582
4.483336,117.5532
4.500003,117.4515
4.51667,117.3499
4.533337,117.2536
4.550004,117.1857
4.566671,117.0489
4.583338,116.91
4.600005,116.795
4.616672,116.6566
4.633338,116.5404
4.650005,116.437
4.666672,116.351
4.683339,116.2965
4.700006,116.2135
4.716673,116.1038
4.73334,116.006
4.750007,115.9018
4.766674,115.7983
4.78334,115.7045
4.800007,115.5896
4.816674,115.4725
4.833341,115.3523
4.850008,115.2369
4.866675,115.1274
4.883342,114.9976
4.900009,114.8732
4.916676,114.7467
4.933342,114.6296
4.950009,114.51
4.966676,114.374
4.983343,114.227
5.00001,114.0729
5.016677,113.9423
5.033344,113.8181
5.050011,113.7785
5.066678,113.7549
5.083344,113.7066
5.100011,113.6223
5.116678,113.5618
5.133345,113.5162
5.150012,113.4619
5.166679,113.393
5.183346,113.3299
5.200013,113.2698
5.21668,113.1964
5.233346,113.1121
5.250013,113.0465
5.26668,112.9683
5.283347,112.8777
5.300014,112.827
5.316681,112.7522
5.333348,112.6676
5.350015,112.6022
5.366682,112.541
5.383348,112.5012
5.400015,112.4565
5.416682,112.4529
